Name,Time,Comparisons,Size
BubbleSort,0.74374,8613,100
BubbleSort,0.481905,8613,100
BubbleSort,0.140451,8613,100
BubbleSort,0.18913,8613,100
BubbleSort,0.128089,8613,100
BubbleSort,0.164825,8613,100
BubbleSort,0.185569,8613,100
BubbleSort,0.160774,8613,100
BubbleSort,0.241581,8613,100
BubbleSort,0.14988,8613,100
BubbleSort,19.93766,974025,1000
BubbleSort,15.379678,974025,1000
BubbleSort,13.550116,974025,1000
BubbleSort,4.634667,974025,1000
BubbleSort,4.528648,974025,1000
BubbleSort,4.534794,974025,1000
BubbleSort,4.752699,974025,1000
BubbleSort,5.594706,974025,1000
BubbleSort,4.758496,974025,1000
BubbleSort,5.03388,974025,1000
BubbleSort,19.813552,3834082,2000
BubbleSort,18.695812,3834082,2000
BubbleSort,18.050409,3834082,2000
BubbleSort,18.709221,3834082,2000
BubbleSort,18.126535,3834082,2000
BubbleSort,19.873196,3834082,2000
BubbleSort,17.955983,3834082,2000
BubbleSort,18.107888,3834082,2000
BubbleSort,17.971349,3834082,2000
BubbleSort,17.832294,3834082,2000
BubbleSort,43.772044,8865044,3000
BubbleSort,43.997002,8865044,3000
BubbleSort,44.003428,8865044,3000
BubbleSort,48.187549,8865044,3000
BubbleSort,43.880158,8865044,3000
BubbleSort,43.91026,8865044,3000
BubbleSort,43.706603,8865044,3000
BubbleSort,43.723294,8865044,3000
BubbleSort,54.84922,8865044,3000
BubbleSort,44.335453,8865044,3000
BubbleSort,79.825997,15648087,4000
BubbleSort,79.365255,15648087,4000
BubbleSort,79.807768,15648087,4000
BubbleSort,79.876563,15648087,4000
BubbleSort,79.959534,15648087,4000
BubbleSort,79.657959,15648087,4000
BubbleSort,79.479305,15648087,4000
BubbleSort,79.930061,15648087,4000
BubbleSort,80.002905,15648087,4000
BubbleSort,79.394448,15648087,4000
BubbleSort,126.805083,24815036,5000
BubbleSort,126.866753,24815036,5000
BubbleSort,128.810016,24815036,5000
BubbleSort,126.952098,24815036,5000
BubbleSort,127.422968,24815036,5000
BubbleSort,126.707095,24815036,5000
BubbleSort,128.817769,24815036,5000
BubbleSort,140.630862,24815036,5000
BubbleSort,127.201782,24815036,5000
BubbleSort,127.23796,24815036,5000
BubbleSort,187.284348,35688051,6000
BubbleSort,187.91697,35688051,6000
BubbleSort,187.461814,35688051,6000
BubbleSort,188.882316,35688051,6000
BubbleSort,188.625649,35688051,6000
BubbleSort,188.474094,35688051,6000
BubbleSort,189.678227,35688051,6000
BubbleSort,188.744519,35688051,6000
BubbleSort,188.338951,35688051,6000
BubbleSort,187.930659,35688051,6000
BubbleSort,258.856782,48461076,7000
BubbleSort,258.550319,48461076,7000
BubbleSort,260.478916,48461076,7000
BubbleSort,259.416001,48461076,7000
BubbleSort,258.218782,48461076,7000
BubbleSort,261.116497,48461076,7000
BubbleSort,260.028091,48461076,7000
BubbleSort,259.630764,48461076,7000
BubbleSort,258.941848,48461076,7000
BubbleSort,260.138998,48461076,7000
BubbleSort,349.753461,63416072,8000
BubbleSort,348.711778,63416072,8000
BubbleSort,350.002864,63416072,8000
BubbleSort,349.422413,63416072,8000
BubbleSort,347.850914,63416072,8000
BubbleSort,349.918565,63416072,8000
BubbleSort,348.403778,63416072,8000
BubbleSort,349.974299,63416072,8000
BubbleSort,347.675542,63416072,8000
BubbleSort,348.991003,63416072,8000
BubbleSort,452.84694,79956115,9000
BubbleSort,450.952775,79956115,9000
BubbleSort,450.530933,79956115,9000
BubbleSort,450.270495,79956115,9000
BubbleSort,450.150019,79956115,9000
BubbleSort,451.081423,79956115,9000
BubbleSort,449.285803,79956115,9000
BubbleSort,450.350254,79956115,9000
BubbleSort,452.502343,79956115,9000
BubbleSort,449.698425,79956115,9000
BubbleSort,554.123638,98110188,10000
BubbleSort,554.16233,98110188,10000
BubbleSort,552.661651,98110188,10000
BubbleSort,552.004514,98110188,10000
BubbleSort,552.656273,98110188,10000
BubbleSort,552.665352,98110188,10000
BubbleSort,552.539079,98110188,10000
BubbleSort,553.975575,98110188,10000
BubbleSort,553.11995,98110188,10000
BubbleSort,552.60941,98110188,10000
ExchangeSort,0.696178,4950,100
ExchangeSort,0.333003,4950,100
ExchangeSort,0.397397,4950,100
ExchangeSort,0.292076,4950,100
ExchangeSort,0.366108,4950,100
ExchangeSort,0.358425,4950,100
ExchangeSort,0.324902,4950,100
ExchangeSort,0.321969,4950,100
ExchangeSort,0.285581,4950,100
ExchangeSort,0.268539,4950,100
ExchangeSort,7.38369,499500,1000
ExchangeSort,7.919931,499500,1000
ExchangeSort,3.001499,499500,1000
ExchangeSort,2.629873,499500,1000
ExchangeSort,2.573441,499500,1000
ExchangeSort,2.584686,499500,1000
ExchangeSort,2.59188,499500,1000
ExchangeSort,2.598724,499500,1000
ExchangeSort,2.630083,499500,1000
ExchangeSort,2.954356,499500,1000
ExchangeSort,10.086268,1999000,2000
ExchangeSort,10.057772,1999000,2000
ExchangeSort,10.117417,1999000,2000
ExchangeSort,11.132979,1999000,2000
ExchangeSort,10.863462,1999000,2000
ExchangeSort,10.027322,1999000,2000
