Name,Time,Comparisons,Size
QuickSort + InsertionSort@7,0.34299,1425,100
QuickSort + InsertionSort@7,0.175721,1425,100
QuickSort + InsertionSort@7,0.121035,1425,100
QuickSort + InsertionSort@7,0.07941,1425,100
QuickSort + InsertionSort@7,0.069911,1425,100
QuickSort + InsertionSort@7,0.038483,1425,100
QuickSort + InsertionSort@7,0.865194,39610,1000
QuickSort + InsertionSort@7,3.091385,39610,1000
QuickSort + InsertionSort@7,2.766622,39610,1000
QuickSort + InsertionSort@7,1.512204,39610,1000
QuickSort + InsertionSort@7,0.195975,39610,1000
QuickSort + InsertionSort@7,0.213993,39610,1000
QuickSort + InsertionSort@7,0.464304,103530,2000
QuickSort + InsertionSort@7,0.962133,103530,2000
QuickSort + InsertionSort@7,1.278863,103530,2000
QuickSort + InsertionSort@7,0.465772,103530,2000
QuickSort + InsertionSort@7,0.513403,103530,2000
QuickSort + InsertionSort@7,0.537009,103530,2000
QuickSort + InsertionSort@7,1.29367,131450,3000
QuickSort + InsertionSort@7,0.733682,131450,3000
QuickSort + InsertionSort@7,0.443003,131450,3000
QuickSort + InsertionSort@7,0.385385,131450,3000
QuickSort + InsertionSort@7,0.603219,131450,3000
QuickSort + InsertionSort@7,0.602451,131450,3000
QuickSort + InsertionSort@7,0.554959,186336,4000
QuickSort + InsertionSort@7,0.558102,186336,4000
QuickSort + InsertionSort@7,0.559428,186336,4000
QuickSort + InsertionSort@7,0.57186,186336,4000
QuickSort + InsertionSort@7,0.569276,186336,4000
QuickSort + InsertionSort@7,0.596514,186336,4000
QuickSort + InsertionSort@7,0.802336,278737,5000
QuickSort + InsertionSort@7,0.736337,278737,5000
QuickSort + InsertionSort@7,0.942229,278737,5000
QuickSort + InsertionSort@7,0.972679,278737,5000
QuickSort + InsertionSort@7,0.733962,278737,5000
QuickSort + InsertionSort@7,1.166349,278737,5000
QuickSort + InsertionSort@7,0.957454,347059,6000
QuickSort + InsertionSort@7,1.198406,347059,6000
QuickSort + InsertionSort@7,0.935245,347059,6000
QuickSort + InsertionSort@7,1.003689,347059,6000
QuickSort + InsertionSort@7,0.923721,347059,6000
QuickSort + InsertionSort@7,0.91981,347059,6000
QuickSort + InsertionSort@7,1.086171,422367,7000
QuickSort + InsertionSort@7,1.099232,422367,7000
QuickSort + InsertionSort@7,1.100908,422367,7000
QuickSort + InsertionSort@7,1.081353,422367,7000
QuickSort + InsertionSort@7,1.268666,422367,7000
QuickSort + InsertionSort@7,1.171797,422367,7000
QuickSort + InsertionSort@7,1.159855,404366,8000
QuickSort + InsertionSort@7,1.159505,404366,8000
QuickSort + InsertionSort@7,1.147073,404366,8000
QuickSort + InsertionSort@7,1.169213,404366,8000
QuickSort + InsertionSort@7,1.163696,404366,8000
QuickSort + InsertionSort@7,1.1484,404366,8000
QuickSort + InsertionSort@7,1.343606,503712,9000
QuickSort + InsertionSort@7,1.369378,503712,9000
QuickSort + InsertionSort@7,1.382927,503712,9000
QuickSort + InsertionSort@7,1.364698,503712,9000
QuickSort + InsertionSort@7,1.410654,503712,9000
QuickSort + InsertionSort@7,1.426718,503712,9000
QuickSort + InsertionSort@7,1.631003,576695,10000
QuickSort + InsertionSort@7,1.573174,576695,10000
QuickSort + InsertionSort@7,1.622762,576695,10000
QuickSort + InsertionSort@7,1.668857,576695,10000
QuickSort + InsertionSort@7,1.617175,576695,10000
QuickSort + InsertionSort@7,1.685549,576695,10000
QuickSort + InsertionSort@7,4.660928,1573415,25000
QuickSort + InsertionSort@7,4.503296,1573415,25000
QuickSort + InsertionSort@7,4.971861,1573415,25000
QuickSort + InsertionSort@7,4.711562,1573415,25000
QuickSort + InsertionSort@7,4.808293,1573415,25000
QuickSort + InsertionSort@7,4.700527,1573415,25000
QuickSort + InsertionSort@7,10.810383,3475417,50000
QuickSort + InsertionSort@7,12.245761,3475417,50000
QuickSort + InsertionSort@7,10.54303,3475417,50000
QuickSort + InsertionSort@7,11.499367,3475417,50000
QuickSort + InsertionSort@7,10.863531,3475417,50000
QuickSort + InsertionSort@7,10.476891,3475417,50000
QuickSort + InsertionSort@7,19.300777,6371618,75000
QuickSort + InsertionSort@7,18.528333,6371618,75000
QuickSort + InsertionSort@7,21.856689,6371618,75000
QuickSort + InsertionSort@7,20.60674,6371618,75000
QuickSort + InsertionSort@7,20.433951,6371618,75000
QuickSort + InsertionSort@7,19.800491,6371618,75000
QuickSort + InsertionSort@7,28.705045,9061863,100000
QuickSort + InsertionSort@7,25.523914,9061863,100000
QuickSort + InsertionSort@7,27.522772,9061863,100000
QuickSort + InsertionSort@7,25.3806,9061863,100000
QuickSort + InsertionSort@7,28.162868,9061863,100000
QuickSort + InsertionSort@7,25.017844,9061863,100000
MergeSort + InsertionSort@7,0.084368,210,100
MergeSort + InsertionSort@7,0.048121,210,100
MergeSort + InsertionSort@7,0.048889,210,100
MergeSort + InsertionSort@7,0.046305,210,100
MergeSort + InsertionSort@7,0.047422,210,100
MergeSort + InsertionSort@7,0.052381,210,100
MergeSort + InsertionSort@7,1.129822,3558,1000
MergeSort + InsertionSort@7,0.684165,3558,1000
MergeSort + InsertionSort@7,0.632832,3558,1000
MergeSort + InsertionSort@7,0.786343,3558,1000
MergeSort + InsertionSort@7,0.73899,3558,1000
MergeSort + InsertionSort@7,1.05579,3558,1000
MergeSort + InsertionSort@7,2.888635,8105,2000
MergeSort + InsertionSort@7,3.161296,8105,2000
MergeSort + InsertionSort@7,2.786667,8105,2000
MergeSort + InsertionSort@7,2.784572,8105,2000
MergeSort + InsertionSort@7,2.793092,8105,2000
MergeSort + InsertionSort@7,2.084204,8105,2000
MergeSort + InsertionSort@7,4.769321,13672,3000
MergeSort + InsertionSort@7,4.717849,13672,3000
MergeSort + InsertionSort@7,4.781124,13672,3000
MergeSort + InsertionSort@7,4.801168,13672,3000
MergeSort + InsertionSort@7,4.731397,13672,3000
MergeSort + InsertionSort@7,4.790692,13672,3000
MergeSort + InsertionSort@7,8.551925,18237,4000
MergeSort + InsertionSort@7,8.718706,18237,4000
MergeSort + InsertionSort@7,8.555905,18237,4000
MergeSort + InsertionSort@7,8.530553,18237,4000
MergeSort + InsertionSort@7,8.835201,18237,4000
MergeSort + InsertionSort@7,8.750204,18237,4000
MergeSort + InsertionSort@7,13.572186,25671,5000
MergeSort + InsertionSort@7,13.594814,25671,5000
MergeSort + InsertionSort@7,16.133126,25671,5000
MergeSort + InsertionSort@7,13.435646,25671,5000
MergeSort + InsertionSort@7,13.444935,25671,5000
MergeSort + InsertionSort@7,13.697062,25671,5000
MergeSort + InsertionSort@7,19.9642,30447,6000
MergeSort + InsertionSort@7,19.837019,30447,6000
MergeSort + InsertionSort@7,19.561635,30447,6000
MergeSort + InsertionSort@7,19.666606,30447,6000
MergeSort + InsertionSort@7,20.010853,30447,6000
MergeSort + InsertionSort@7,19.608567,30447,6000
MergeSort + InsertionSort@7,27.063915,35525,7000
MergeSort + InsertionSort@7,27.138086,35525,7000
MergeSort + InsertionSort@7,27.197591,35525,7000
MergeSort + InsertionSort@7,27.238029,35525,7000
MergeSort + InsertionSort@7,26.968092,35525,7000
MergeSort + InsertionSort@7,27.835661,35525,7000
MergeSort + InsertionSort@7,34.82384,40632,8000
MergeSort + InsertionSort@7,34.80596,40632,8000
MergeSort + InsertionSort@7,35.077084,40632,8000
MergeSort + InsertionSort@7,34.584563,40632,8000
MergeSort + InsertionSort@7,35.466798,40632,8000
MergeSort + InsertionSort@7,34.825027,40632,8000
MergeSort + InsertionSort@7,47.098933,49721,9000
MergeSort + InsertionSort@7,44.677536,49721,9000
MergeSort + InsertionSort@7,46.325721,49721,9000
MergeSort + InsertionSort@7,44.968983,49721,9000
MergeSort + InsertionSort@7,45.320914,49721,9000
MergeSort + InsertionSort@7,44.762184,49721,9000
MergeSort + InsertionSort@7,56.132064,55662,10000
MergeSort + InsertionSort@7,56.267416,55662,10000
MergeSort + InsertionSort@7,56.532604,55662,10000
MergeSort + InsertionSort@7,56.374134,55662,10000
MergeSort + InsertionSort@7,56.229982,55662,10000
MergeSort + InsertionSort@7,56.31875,55662,10000
MergeSort + InsertionSort@7,437.944068,152026,25000
MergeSort + InsertionSort@7,440.905409,152026,25000
MergeSort + InsertionSort@7,443.015383,152026,25000
MergeSort + InsertionSort@7,439.519827,152026,25000
MergeSort + InsertionSort@7,428.507882,152026,25000
MergeSort + InsertionSort@7,467.969043,152026,25000
MergeSort + InsertionSort@7,1948.05967,328857,50000
MergeSort + InsertionSort@7,1984.128709,328857,50000
MergeSort + InsertionSort@7,1935.678627,328857,50000
MergeSort + InsertionSort@7,1941.332139,328857,50000
MergeSort + InsertionSort@7,1960.938961,328857,50000
MergeSort + InsertionSort@7,1922.788441,328857,50000
MergeSort + InsertionSort@7,4548.616305,533089,75000
MergeSort + InsertionSort@7,4562.974554,533089,75000
MergeSort + InsertionSort@7,4473.185279,533089,75000
