Name,Time,Comparisons,Size
QuickSort + SelectionSort@7,7.482725,1997,100
QuickSort + SelectionSort@7,2.95687,1997,100
QuickSort + SelectionSort@7,1.484895,1997,100
QuickSort + SelectionSort@7,5.467384,1997,100
QuickSort + SelectionSort@7,1.589168,1997,100
QuickSort + SelectionSort@7,1.52659,1997,100
QuickSort + SelectionSort@7,709.358172,364847,1000
QuickSort + SelectionSort@7,697.13511,364847,1000
QuickSort + SelectionSort@7,676.350347,364847,1000
QuickSort + SelectionSort@7,678.26686,364847,1000
QuickSort + SelectionSort@7,674.402473,364847,1000
QuickSort + SelectionSort@7,698.443028,364847,1000
QuickSort + SelectionSort@7,5458.414407,1657498,2000
QuickSort + SelectionSort@7,5431.170372,1657498,2000
QuickSort + SelectionSort@7,5401.380343,1657498,2000
QuickSort + SelectionSort@7,5413.846732,1657498,2000
QuickSort + SelectionSort@7,5420.05178,1657498,2000
QuickSort + SelectionSort@7,5417.899691,1657498,2000
QuickSort + SelectionSort@7,18943.168964,1138308,3000
QuickSort + SelectionSort@7,18857.665918,1138308,3000
QuickSort + SelectionSort@7,18943.582355,1138308,3000
QuickSort + SelectionSort@7,18844.399498,1138308,3000
QuickSort + SelectionSort@7,19009.72896,1138308,3000
QuickSort + SelectionSort@7,18883.683122,1138308,3000
QuickSort + SelectionSort@7,45432.133413,2350893,4000
QuickSort + SelectionSort@7,45489.400678,2350893,4000
QuickSort + SelectionSort@7,45470.070288,2350893,4000
QuickSort + SelectionSort@7,45453.508127,2350893,4000
QuickSort + SelectionSort@7,45406.053214,2350893,4000
QuickSort + SelectionSort@7,45394.110076,2350893,4000
QuickSort + SelectionSort@7,89530.176461,7099807,5000
QuickSort + SelectionSort@7,89868.246872,7099807,5000
QuickSort + SelectionSort@7,89711.461931,7099807,5000
QuickSort + SelectionSort@7,89395.96925,7099807,5000
