Name,Time,Comparisons,Size
MergeSort,8.248464,718159,50000
MergeSort,8.486903,718159,50000
MergeSort,8.402325,718159,50000
MergeSort,9.918789,718159,50000
MergeSort,8.572738,718159,50000
MergeSort,15.151506,1121064,75000
MergeSort,13.375513,1121064,75000
MergeSort,13.190433,1121064,75000
MergeSort,12.9763,1121064,75000
MergeSort,14.687132,1121064,75000
MergeSort,19.300288,1536919,100000
MergeSort,19.781076,1536919,100000
MergeSort,18.147558,1536919,100000
MergeSort,19.409171,1536919,100000
MergeSort,18.392492,1536919,100000
QuickSort,24.476994,1643460,50000
QuickSort,6.919455,1643460,50000
QuickSort,6.851289,1643460,50000
QuickSort,6.914427,1643460,50000
QuickSort,7.331378,1643460,50000
QuickSort,7.186528,1643460,50000
QuickSort,11.536243,2847712,75000
QuickSort,12.478262,2847712,75000
QuickSort,11.602731,2847712,75000
QuickSort,12.185976,2847712,75000
QuickSort,13.334237,2847712,75000
QuickSort,19.353577,4000700,100000
QuickSort,18.678212,4000700,100000
QuickSort,17.037571,4000700,100000
QuickSort,16.300954,4000700,100000
QuickSort,17.369247,4000700,100000
