Name,Time,Comparisons,Size
QuickSort + InsertionSort@8,0.11737983333333335,1476,100
QuickSort + InsertionSort@8,1.1018623333333335,42416,1000
QuickSort + InsertionSort@8,0.44290999999999997,103521,2000
QuickSort + InsertionSort@8,0.37458216666666666,139301,3000
QuickSort + InsertionSort@8,0.47650366666666666,195316,4000
QuickSort + InsertionSort@8,0.6399210000000001,293295,5000
QuickSort + InsertionSort@8,0.7830720000000001,368724,6000
QuickSort + InsertionSort@8,1.0254796666666668,437027,7000
QuickSort + InsertionSort@8,1.0791756666666668,450654,8000
QuickSort + InsertionSort@8,1.1841123333333334,509642,9000
QuickSort + InsertionSort@8,1.4646531666666667,615781,10000
QuickSort + InsertionSort@8,4.105433333333333,1667874,25000
QuickSort + InsertionSort@8,9.090028833333333,3643697,50000
QuickSort + InsertionSort@8,16.036383999999998,6811311,75000
QuickSort + InsertionSort@8,22.157495166666667,9757380,100000
MergeSort + InsertionSort@8,0.03013616666666667,210,100
MergeSort + InsertionSort@8,0.6061059999999999,3558,1000
MergeSort + InsertionSort@8,3.2307528333333333,8105,2000
MergeSort + InsertionSort@8,4.269001833333333,13672,3000
MergeSort + InsertionSort@8,6.958950166666665,18237,4000
MergeSort + InsertionSort@8,10.9615885,25055,5000
MergeSort + InsertionSort@8,16.431720666666667,30447,6000
MergeSort + InsertionSort@8,21.929299999999998,35525,7000
MergeSort + InsertionSort@8,28.2978705,40632,8000
MergeSort + InsertionSort@8,36.382475500000005,45494,9000
MergeSort + InsertionSort@8,47.72609583333334,54373,10000
MergeSort + InsertionSort@8,367.14072600000003,152026,25000
MergeSort + InsertionSort@8,1633.2362191666664,328857,50000
MergeSort + InsertionSort@8,3785.1937651666667,498482,75000
MergeSort + InsertionSort@8,41378.432594,706651,100000
